Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000184564	Q9H5Y7	Supported	Plasma membrane
ENSG00000065613	Q9H2G2	Approved	Plasma membrane,Cytosol
ENSG00000163681	Q14BN4	Approved	Endoplasmic reticulum
ENSG00000170290	O00631	Approved	Microtubules
ENSG00000124107	P03973	Approved	Golgi apparatus
ENSG00000137776	Q9NWH9	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000164609	O95391	Supported	Nucleoplasm,Nuclear speckles
ENSG00000132207	Q9BQ83	Approved	Nucleoplasm
ENSG00000181625	Q9BQ83	Approved	Nucleoplasm
ENSG00000188827	Q8IY92	Supported	Nucleoplasm,Cell Junctions,Cytosol
ENSG00000149346	Q5VYV7	Approved	Cytosol
ENSG00000170365	Q15797	Supported	Nucleoplasm,Cytosol
ENSG00000175387	Q15796	Supported	Nucleoplasm,Nucleoli,Cytosol
ENSG00000166949	P84022	Supported	Nucleoplasm,Cytosol
ENSG00000141646	Q13485	Supported	Nucleoplasm,Centrosome,Cytosol
ENSG00000113658	Q99717	Supported	Nucleoplasm,Cytosol
ENSG00000137834	O43541	Supported	Nucleoplasm,Nuclear bodies,Golgi apparatus
ENSG00000101665	O15105	Supported	Nucleoplasm,Cytosol
ENSG00000120693	O15198	Supported	Nucleoplasm,Cytosol
ENSG00000170545	Q0VAQ4	Supported	Nucleoplasm,Plasma membrane,Cell Junctions
ENSG00000112305	Q8IYB5	Approved	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000084070	Q8WU79	Supported	Nucleoplasm,Cytosol
ENSG00000102038	P28370	Supported	Nucleoplasm,Vesicles
ENSG00000080503	P51531	Approved	Nucleoplasm,Vesicles,Intermediate filaments
ENSG00000127616	P51532	Supported	Nucleoplasm,Nucleoli fibrillar center,Nucleoli rim
ENSG00000153147	O60264	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000163104	Q9H4L7	Enhanced	Nucleoplasm
ENSG00000138375	Q9NZC9	Supported	Nucleoplasm
ENSG00000099956	Q12824	Supported	Nucleoplasm,Nucleoli fibrillar center
ENSG00000173473	Q92922	Enhanced	Nucleoplasm
ENSG00000139613	Q8TAQ2	Enhanced	Nucleoplasm
ENSG00000066117	Q96GM5	Supported	Nucleoplasm,Vesicles
ENSG00000108604	Q92925	Enhanced	Nucleoplasm
ENSG00000082014	Q6STE5	Enhanced	Nucleoplasm
ENSG00000073584	Q969G3	Supported	Nucleoplasm
ENSG00000072501	Q14683	Enhanced	Nucleoplasm
ENSG00000077935	Q8NDV3	Supported	Nucleoplasm,Cytosol
ENSG00000136824	O95347	Supported	Nucleoplasm,Nucleoli
ENSG00000108055	Q9UQE7	Supported	Nucleoplasm
ENSG00000113810	Q9NTJ3	Supported	Nuclear speckles,Cytosol
ENSG00000198887	Q8IY18	Supported	Nuclear speckles
ENSG00000163029	Q96SB8	Supported	Nucleoplasm
ENSG00000101596	A6NHR9	Approved	Nucleoplasm,Nuclear bodies
ENSG00000214097	Q147U7	Approved	Endoplasmic reticulum,Golgi apparatus
ENSG00000179256	A2RU48	Approved	Plasma membrane,Cytosol
ENSG00000176994	Q8TEV9	Enhanced	Nucleoplasm
ENSG00000183172	Q9H4I9	Supported	Nucleoplasm,Mitochondria
ENSG00000157106	Q96Q15	Supported	Nucleoplasm
ENSG00000198952	Q9UPR3	Uncertain	Cytoplasmic bodies
ENSG00000070366	Q86US8	Supported	Nucleoli,Cytosol
ENSG00000116698	Q92540	Supported	Intermediate filaments,Cytosol
ENSG00000167447	Q8ND04	Approved	Nucleoplasm
ENSG00000105771	Q9H0W8	Approved	Plasma membrane,Mitochondria,Cytosol
ENSG00000205670	P58511	Approved	Focal adhesion sites
ENSG00000273590	Q8TCY0	Approved	Focal adhesion sites
ENSG00000163866	Q96EX1	Approved	Mitochondria
ENSG00000224531	P0DJ93	Approved	Nucleoplasm,Nuclear membrane,Golgi apparatus
ENSG00000268182	P0DL12	Approved	Vesicles
ENSG00000253457	P0DKX4	Uncertain	Nucleoplasm,Centrosome
ENSG00000176209	Q96E16	Approved	Nuclear speckles
ENSG00000139656	Q9BVW6	Uncertain	Nucleoplasm,Nuclear bodies
ENSG00000250317	Q8N5G0	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000267795	K7EJ46	Approved	Nucleoplasm,Cytosol
ENSG00000095932	O75264	Approved	Nucleoplasm,Cytosol
ENSG00000232388	A0A096LP01	Approved	Nucleoplasm,Cytosol
ENSG00000256235	Q9BZL3	Approved	Vesicles
ENSG00000168273	Q8WVI0	Approved	Nucleoplasm,Mitochondria
ENSG00000204323	Q71RC9	Approved	Golgi apparatus,Vesicles
ENSG00000259120	P0DI80	Approved	Nucleoplasm
ENSG00000214046	Q9BQ49	Approved	Golgi apparatus
ENSG00000111850	Q96KF7	Approved	Vesicles
ENSG00000240204	H3BMG3	Approved	Nucleoli
ENSG00000172062	Q16637	Supported	Nuclear bodies,Cytosol
ENSG00000205571	Q16637	Supported	Nuclear bodies,Cytosol
ENSG00000119953	O75940	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000198732	Q9H4F8	Approved	Plasma membrane
ENSG00000088826	Q9NWM0	Supported	Nucleoplasm,Nuclear membrane,Vesicles,Cytosol
ENSG00000135587	O60906	Approved	Vesicles,Plasma membrane,Cell Junctions
ENSG00000103056	Q9NY59	Supported	Endoplasmic reticulum
ENSG00000136699	Q9NXE4	Approved	Nuclear membrane,Cytosol
ENSG00000172594	Q92484	Approved	Nucleoplasm,Nucleoli,Mitochondria
ENSG00000130768	Q92485	Approved	Golgi apparatus,Cytosol
ENSG00000091482	Q9UHP9	Approved	Plasma membrane
ENSG00000102172	P52788	Approved	Nuclear bodies,Cytosol
ENSG00000183963	P53814	Supported	Nucleoplasm,Actin filaments
ENSG00000188176	Q2TAL5	Approved	Nucleoplasm,Nuclear speckles
ENSG00000122692	Q2TAY7	Approved	Vesicles
ENSG00000123415	Q53HV7	Supported	Nucleoplasm,Nucleoli fibrillar center,Cytosol
ENSG00000198742	Q9HCE7	Approved	Nucleoplasm,Vesicles
ENSG00000108854	Q9HAU4	Supported	Nuclear speckles
ENSG00000143499	Q9NRG4	Approved	Mitochondria,Cytosol
ENSG00000185420	Q9H7B4	Approved	Nucleoplasm,Cytosol
ENSG00000186532	Q8IYR2	Approved	Nucleoplasm,Golgi apparatus,Vesicles,Cytosol
ENSG00000135632	Q6GMV2	Approved	Mitochondria
ENSG00000124216	O95863	Supported	Nucleoplasm
ENSG00000019549	O43623	Approved	Nucleoplasm
ENSG00000185669	Q3KNW1	Approved	Nucleoplasm
ENSG00000092531	O00161	Supported	Plasma membrane
ENSG00000132639	P60880	Approved	Vesicles,Plasma membrane
ENSG00000099940	O95721	Supported	Nucleoplasm,Cytosol
ENSG00000143740	Q5SQN1	Approved	Cytosol
ENSG00000065609	O60641	Uncertain	Centrosome,Cytosol
ENSG00000023608	Q16533	Enhanced	Nucleoplasm,Nucleoli
ENSG00000104976	Q13487	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000164975	Q92966	Supported	Nucleoplasm,Nucleoli,Nuclear bodies
ENSG00000165684	Q5SXM2	Supported	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000174446	O75971	Supported	Nucleoplasm
ENSG00000143553	O95295	Approved	Nucleoli,Golgi apparatus
ENSG00000064692	Q9Y6H5	Supported	Nucleoplasm,Cytoplasmic bodies
ENSG00000197157	Q7KZF4	Enhanced	Cytosol
ENSG00000159210	Q96H20	Supported	Nucleoplasm,Cytosol
ENSG00000163877	Q8TAD8	Supported	Nucleoplasm,Cytosol
ENSG00000184602	O75324	Uncertain	Cytosol
ENSG00000182600	Q6UX34	Approved	Nucleoplasm,Nucleoli
ENSG00000101298	O15079	Uncertain	Cytokinetic bridge,Mitochondria
ENSG00000163788	Q9NRH2	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions
ENSG00000144028	O75643	Supported	Nucleoplasm
ENSG00000161981	Q9BV90	Supported	Nucleoplasm,Cytokinetic bridge,Cytosol
ENSG00000124380	Q8WVK2	Approved	Nucleoplasm
ENSG00000184209	Q16560	Supported	Nucleoli
ENSG00000060688	Q96DI7	Supported	Nuclear speckles
ENSG00000168566	Q6IEG0	Supported	Nucleoplasm,Cytosol
ENSG00000104852	P08621	Enhanced	Nucleoplasm
ENSG00000077312	P09012	Supported	Nucleoplasm
ENSG00000131876	P09661	Supported	Nucleoplasm,Nuclear speckles,Nuclear bodies
ENSG00000125835	P14678	Supported	Nucleoplasm
ENSG00000125870	P08579	Supported	Nuclear speckles,Cytoplasmic bodies
ENSG00000124562	P09234	Enhanced	Nucleoplasm
ENSG00000125743	P62316	Supported	Cytosol
ENSG00000100028	P62318	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000143977	P62308	Approved	Nucleoplasm
ENSG00000128739	P63162	Approved	Nucleoplasm
ENSG00000168807	Q13425	Supported	Nucleoplasm,Golgi apparatus,Plasma membrane
ENSG00000172554	Q9NY99	Supported	Nucleoplasm,Plasma membrane
ENSG00000273173	Q9Y675	Supported	Nuclear speckles
ENSG00000100603	Q13573	Enhanced	Nucleoplasm,Cytosol
ENSG00000028528	Q13596	Enhanced	Endosomes,Lysosomes
ENSG00000086300	Q9Y5X0	Supported	Nucleoplasm,Nucleoli,Microtubules
ENSG00000002919	Q9Y5W9	Approved	Endoplasmic reticulum,Vesicles
ENSG00000135317	Q9Y5W7	Supported	Vesicles,Cytosol
ENSG00000110025	Q9NRS6	Approved	Nucleoli,Vesicles,Plasma membrane,Cytosol
ENSG00000104497	P57768	Supported	Vesicles
ENSG00000115234	Q15036	Enhanced	Vesicles,Cytosol
ENSG00000178996	Q96RF0	Approved	Cytosol
ENSG00000120451	Q92543	Approved	Mitochondria
ENSG00000205302	O60749	Supported	Endosomes,Lysosomes
ENSG00000167208	Q7Z614	Uncertain	Nucleoplasm
ENSG00000124104	Q969T3	Approved	Vesicles,Centriolar satellite
ENSG00000157734	Q96L94	Approved	Nucleoplasm,Vesicles
ENSG00000064652	Q9Y343	Approved	Vesicles
ENSG00000109762	Q9H3E2	Supported	Vesicles
ENSG00000143376	Q96L92	Approved	Vesicles
ENSG00000048471	Q8TEQ0	Approved	Nucleoli,Golgi apparatus,Cytosol
ENSG00000148158	Q5VWJ9	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000174226	Q8N9S9	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000172803	Q86XE0	Uncertain	Cell Junctions,Focal adhesion sites
ENSG00000089006	Q9Y5X3	Supported	Vesicles,Cytosol
ENSG00000129515	Q9UNH7	Supported	Endosomes,Lysosomes
ENSG00000162627	Q9UNH6	Approved	Vesicles,Cell Junctions
ENSG00000106266	Q9Y5X2	Supported	Vesicles
ENSG00000130340	Q9Y5X1	Supported	Plasma membrane,Cytosol
ENSG00000057252	P35610	Enhanced	Endoplasmic reticulum
ENSG00000112320	A7XYQ1	Approved	Nucleoplasm,Vesicles
ENSG00000185338	O15524	Supported	Nucleoplasm,Cytoplasmic bodies
ENSG00000120833	O14508	Approved	Endoplasmic reticulum
ENSG00000184557	O14543	Approved	Plasma membrane,Cytosol
ENSG00000180008	Q8WXH5	Approved	Nucleoplasm,Cytosol
ENSG00000171150	O75159	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000170677	O14544	Approved	Nuclear speckles,Cytosol
ENSG00000274211	O14512	Approved	Cytosol
ENSG00000142168	P00441	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000112096	P04179	Enhanced	Mitochondria
ENSG00000149639	O94964	Approved	Nucleoli,Cytosol
ENSG00000214338	Q5TF21	Approved	Nucleoplasm,Cytosol
ENSG00000165643	Q5JUK2	Approved	Nuclear speckles
ENSG00000120669	Q9NX45	Uncertain	Vesicles
ENSG00000159140	P18583	Enhanced	Nuclear speckles
ENSG00000095637	Q9BX66	Supported	Plasma membrane,Focal adhesion sites,Centrosome
ENSG00000120896	O60504	Uncertain	Focal adhesion sites,Cytosol
ENSG00000108018	Q8WY21	Approved	Plasma membrane,Cytosol
ENSG00000184985	Q96PQ0	Approved	Vesicles,Cytosol
ENSG00000140263	Q00796	Approved	Cytosol
ENSG00000134243	Q99523	Supported	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000115904	Q07889	Approved	Cytosol
ENSG00000100485	Q07890	Approved	Nucleoplasm,Vesicles
ENSG00000171243	Q6X4U4	Uncertain	Nucleoli,Nucleoli rim,Golgi apparatus,Vesicles
ENSG00000186212	A6NEL2	Approved	Nucleoli fibrillar center
ENSG00000198142	Q53LP3	Approved	Cytosol
ENSG00000100146	P56693	Supported	Nucleoplasm
ENSG00000176887	P35716	Supported	Nucleoplasm,Plasma membrane
ENSG00000177732	O15370	Enhanced	Nucleoplasm
ENSG00000143842	Q9UN79	Enhanced	Nucleoplasm
ENSG00000129194	O60248	Supported	Nucleoplasm,Nucleoli,Golgi apparatus,Vesicles
ENSG00000164736	Q9H6I2	Approved	Nucleoplasm
ENSG00000203883	P35713	Approved	Nucleoplasm
ENSG00000181449	P48431	Enhanced	Nucleoplasm
ENSG00000125285	Q9Y651	Approved	Nucleoplasm
ENSG00000134595	P41225	Enhanced	Nucleoplasm
ENSG00000039600	O94993	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000124766	Q06945	Supported	Nucleoplasm,Mitochondria
ENSG00000134532	P35711	Supported	Nucleoplasm
ENSG00000110693	P35712	Supported	Nucleoplasm
ENSG00000171056	Q9BT81	Approved	Nuclear speckles,Golgi apparatus
ENSG00000005513	P57073	Enhanced	Nucleoplasm
ENSG00000125398	P48436	Enhanced	Nucleoplasm
ENSG00000185591	P08047	Enhanced	Nucleoplasm
ENSG00000067066	P23497	Supported	Nucleoplasm,Nuclear bodies
ENSG00000135899	Q9HB58	Supported	Nucleoplasm
ENSG00000079263	Q13342	Approved	Nucleoli fibrillar center,Mitochondria
ENSG00000185404	Q9H930	Approved	Nucleoplasm
ENSG00000167182	Q02086	Supported	Nucleoplasm,Vesicles
ENSG00000172845	Q02447	Supported	Nucleoplasm,Cytosol
ENSG00000105866	Q02446	Enhanced	Nucleoplasm,Cytosol
ENSG00000204335	Q6BEB4	Approved	Nucleoplasm,Nucleoli
ENSG00000189120	Q3SY56	Supported	Nucleoplasm,Mitotic spindle,Centrosome
ENSG00000164651	Q8IXZ3	Approved	Nucleoplasm
ENSG00000217236	P0CG40	Approved	Mitochondria
ENSG00000064199	Q15506	Approved	Vesicles
ENSG00000165698	Q96E40	Approved	Mitochondria
ENSG00000104450	Q07617	Supported	Cytosol
ENSG00000178287	Q6PDA7	Approved	Golgi apparatus
ENSG00000164871	Q08648	Approved	Golgi apparatus
ENSG00000144451	Q8N0X2	Approved	Plasma membrane,Cytosol
ENSG00000076382	Q96R06	Supported	Nuclear bodies,Mitotic spindle,Cytosol
ENSG00000091640	O75391	Supported	Nucleoplasm
ENSG00000008294	O60271	Enhanced	Centriolar satellite,Cytosol
ENSG00000198021	Q9NS26	Supported	Nucleoplasm,Vesicles
ENSG00000203926	Q9NS26	Supported	Nucleoplasm,Vesicles
ENSG00000227234	Q9NS25	Approved	Nucleoplasm,Vesicles
ENSG00000198573	Q9NY87	Supported	Nucleoplasm,Vesicles
ENSG00000196406	Q9BXN6	Approved	Nucleoplasm,Vesicles
ENSG00000268988	Q5MJ10	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000189252	Q5MJ09	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000189326	Q5MJ08	Approved	Nuclear membrane,Vesicles,Plasma membrane
ENSG00000113140	P09486	Approved	Vesicles
ENSG00000133104	Q8N0X7	Supported	Plasma membrane,Cytosol
ENSG00000021574	Q9UBP0	Supported	Nucleoplasm,Cytosol
ENSG00000186451	Q7Z6I5	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000182957	Q96N96	Enhanced	Nucleoplasm,Cytosol
ENSG00000162814	Q96L03	Approved	Nucleoplasm,Nucleoli
ENSG00000163071	Q8TC71	Supported	Mitochondria
ENSG00000158480	Q9UM82	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000006282	Q8TB22	Approved	Nucleoplasm
ENSG00000187144	Q7Z572	Approved	Vesicles,Cytosol
ENSG00000170469	Q86W54	Supported	Nucleoplasm,Cytosol
ENSG00000149634	Q9BR10	Approved	Golgi apparatus
ENSG00000158792	Q8IUW3	Approved	Nucleoplasm,Mitochondria,Cytosol
ENSG00000167523	Q96N06	Approved	Nucleoplasm,Vesicles
ENSG00000185523	Q537H7	Approved	Nuclear speckles,Cytosol
ENSG00000145375	Q8NB90	Approved	Cytosol
ENSG00000171763	Q9BVQ7	Approved	Nucleoplasm,Nucleoli
ENSG00000132122	Q9NWH7	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000042317	Q9P0W8	Approved	Nucleoplasm,Mitochondria,Cytosol
ENSG00000145757	Q9BWV2	Approved	Mitochondria
ENSG00000160284	Q9H0A9	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000249481	Q496A3	Approved	Nucleoplasm
ENSG00000123352	Q86XZ4	Enhanced	Cytosol
ENSG00000196141	Q9NUQ6	Enhanced	Nucleoli,Cytosol
ENSG00000161888	Q8NBT2	Supported	Nucleoplasm,Nucleoli
ENSG00000152253	Q9HBM1	Enhanced	Cytosol
ENSG00000114902	Q9Y6A9	Approved	Golgi apparatus,Vesicles
ENSG00000118363	Q15005	Approved	Nucleoplasm
ENSG00000124664	O95238	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000040275	Q96EA4	Approved	Cytosol
ENSG00000163806	Q5MJ70	Supported	Nucleoplasm
ENSG00000128487	Q5M775	Supported	Nucleoplasm,Nucleoli fibrillar center,Vesicles,Cytosol
ENSG00000100014	Q69YQ0	Supported	Actin filaments
ENSG00000072195	Q15772	Approved	Vesicles
ENSG00000184560	Q0P670	Approved	Golgi apparatus
ENSG00000065526	Q96T58	Enhanced	Nucleoplasm
ENSG00000258484	Q6UW49	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000104133	Q96JI7	Supported	Nucleoli,Plasma membrane,Cytosol
ENSG00000090487	Q9NZD8	Supported	Vesicles,Cytosol
ENSG00000176170	Q9NYA1	Supported	Plasma membrane,Cytosol
ENSG00000063176	Q9NRA0	Supported	Nucleoplasm
ENSG00000066336	P17947	Supported	Nucleoplasm
ENSG00000163611	Q8N0Z3	Supported	Centrosome
ENSG00000164808	Q14159	Supported	Nucleoplasm
ENSG00000106723	Q9Y657	Supported	Nucleoplasm
ENSG00000147059	Q99865	Approved	Nucleoplasm
ENSG00000186787	Q9BPZ2	Approved	Nucleoplasm
ENSG00000204271	Q5JUX0	Approved	Nucleoplasm
ENSG00000186767	Q56A73	Approved	Nucleoli,Cytosol
ENSG00000168005	Q9BUA3	Approved	Nuclear speckles
ENSG00000214510	Q1W4C9	Approved	Nucleoplasm,Plasma membrane
ENSG00000122711	O60575	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000133710	Q9NQ38	Enhanced	Vesicles
ENSG00000204909	Q5DT21	Approved	Nucleoplasm,Vesicles
ENSG00000166145	O43278	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000167642	O43291	Uncertain	Plasma membrane,Intermediate filaments,Cytosol
ENSG00000134278	Q08AE8	Approved	Nucleoplasm,Cytosol
ENSG00000204991	Q8WWL2	Approved	Nucleoplasm,Vesicles,Intermediate filaments
ENSG00000197471	P16150	Approved	Plasma membrane
ENSG00000169682	Q9H2V7	Approved	Nucleoli fibrillar center,Golgi apparatus,Vesicles,Cytosol
ENSG00000134668	Q6ZMY3	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000152377	Q08629	Approved	Vesicles
ENSG00000262655	Q9HCB6	Approved	Nucleoplasm,Nucleoli,Actin filaments,Microtubule ends,Cytokinetic bridge
ENSG00000159674	Q9BUD6	Approved	Vesicles
ENSG00000144228	Q6IQ16	Approved	Vesicles
ENSG00000118785	P10451	Enhanced	Golgi apparatus
ENSG00000138600	Q8TCT8	Supported	Vesicles
ENSG00000005206	Q8TCT7	Approved	Nucleoplasm,Plasma membrane,Centrosome
ENSG00000157837	Q8TCT6	Supported	Vesicles,Plasma membrane
ENSG00000116096	P35270	Supported	Nucleoplasm,Cytosol
ENSG00000166068	Q7Z699	Supported	Nucleoplasm
ENSG00000198369	Q7Z698	Uncertain	Nucleoplasm,Cytosol
ENSG00000188766	Q2MJR0	Approved	Nucleoplasm,Plasma membrane
ENSG00000184148	Q96PI1	Approved	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000010072	Q9H040	Supported	Nucleoplasm
ENSG00000164056	O43609	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000136158	O43597	Supported	Actin filaments,Microtubules
ENSG00000168939	O43610	Approved	Nucleoli,Cytosol
ENSG00000187678	Q9C004	Approved	Golgi apparatus,Cytosol
ENSG00000167778	Q8NCJ5	Approved	Nucleoplasm,Vesicles,Plasma membrane,Actin filaments,Cytosol
ENSG00000176422	Q8WW59	Approved	Nucleoplasm
ENSG00000123178	Q5W111	Approved	Vesicles
ENSG00000162032	Q6PJ21	Approved	Mitochondria
ENSG00000175093	Q96A44	Approved	Nucleoplasm,Golgi apparatus
ENSG00000197694	Q13813	Approved	Vesicles,Microtubules
ENSG00000070182	P11277	Approved	Cytosol
ENSG00000115306	Q01082	Approved	Golgi apparatus
ENSG00000173898	O15020	Supported	Vesicles,Plasma membrane,Cytosol
ENSG00000160460	Q9H254	Approved	Nucleoplasm,Nucleoli
ENSG00000090054	O15269	Supported	Endoplasmic reticulum
ENSG00000172296	Q9NUV7	Approved	Microtubules
ENSG00000196542	Q8NFR3	Uncertain	Nuclear speckles
ENSG00000179119	Q68D10	Enhanced	Nucleoplasm,Nucleoli
ENSG00000104549	Q14534	Uncertain	Vesicles,Cytosol
ENSG00000137767	Q9Y6N5	Supported	Mitochondria
ENSG00000161011	Q13501	Enhanced	Vesicles,Cytosol
ENSG00000213523	Q9HD15	Supported	Nucleoplasm,Microtubules,Cytokinetic bridge,Cytosol
ENSG00000183888	Q8NEQ6	Approved	Nucleoplasm
ENSG00000068784	Q8N5C6	Approved	Mitochondria,Cytosol
ENSG00000197122	P12931	Supported	Nucleoplasm,Plasma membrane,Cell Junctions,Cytosol
ENSG00000080603	Q6ZRS2	Supported	Nucleoplasm,Nuclear bodies,Golgi apparatus
ENSG00000277363	Q9C0H9	Approved	Cell Junctions
ENSG00000128039	Q9H8P0	Approved	Plasma membrane,Cytosol
ENSG00000072310	P36956	Supported	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000198911	Q12772	Supported	Nucleoplasm,Endoplasmic reticulum,Vesicles
ENSG00000153914	Q8WXA9	Enhanced	Nucleoplasm,Nuclear speckles
ENSG00000153006	Q8N9Q2	Approved	Nucleoplasm,Nucleoli
ENSG00000112658	P11831	Supported	Nucleoplasm
ENSG00000151304	Q8NEF9	Approved	Nucleoli rim
ENSG00000196935	Q7Z6B7	Approved	Cytosol
ENSG00000266028	O75044	Approved	Nucleoplasm,Cytosol
ENSG00000196369	P0DMP2	Approved	Cytosol
ENSG00000171943	P0DJJ0	Approved	Cytosol
ENSG00000196220	O43295	Approved	Cytosol
ENSG00000122862	P10124	Supported	Golgi apparatus
ENSG00000075142	P30626	Approved	Nucleoplasm,Cytosol
ENSG00000116649	P19623	Approved	Nucleoplasm,Cytosol
ENSG00000125508	Q9H3Y6	Approved	Intermediate filaments,Actin filaments,Cytosol
ENSG00000140319	P37108	Approved	Nucleoplasm,Nucleoli
ENSG00000153037	P09132	Supported	Nuclear bodies,Cytosol
ENSG00000100883	P61011	Approved	Cytosol
ENSG00000167881	Q9UHB9	Supported	Cytosol
ENSG00000096063	Q96SB4	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000135250	P78362	Supported	Nucleoplasm,Cytosol
ENSG00000144867	Q9Y5M8	Approved	Plasma membrane
ENSG00000167720	Q9GZT4	Approved	Vesicles
ENSG00000100104	Q9UH36	Approved	Cytosol
ENSG00000133226	Q8IYB3	Enhanced	Nuclear speckles
ENSG00000167978	Q9UQ35	Enhanced	Nuclear speckles
ENSG00000177679		Approved	Plasma membrane,Intermediate filaments,Microtubules
ENSG00000226763	B3KS81	Approved	Vesicles,Centrosome
ENSG00000087087	Q9BXP5	Enhanced	Nucleoplasm
ENSG00000136450	Q07955	Supported	Nucleoplasm
ENSG00000188529	O75494	Supported	Nucleoplasm
ENSG00000116754	Q05519	Supported	Nuclear speckles
ENSG00000161547	Q01130	Approved	Nucleoplasm,Cytosol
ENSG00000112081	P84103	Supported	Nucleoplasm
ENSG00000116350	Q08170	Supported	Nuclear speckles
ENSG00000100650	Q13243	Supported	Nucleoplasm,Nucleoli,Cytosol
ENSG00000124193	Q13247	Supported	Nuclear speckles
ENSG00000115875	Q16629	Enhanced	Nucleoplasm
ENSG00000263465	Q9BRL6	Supported	Nucleoplasm,Cytosol
ENSG00000111786	Q13242	Supported	Nucleoplasm,Nucleoli
ENSG00000141380	Q15532	Approved	Nucleoplasm,Cytosol
ENSG00000184402	O75177	Supported	Nucleoplasm,Cytosol
ENSG00000008324	Q9UHA2	Approved	Nucleoplasm,Nucleoli,Mitochondria
ENSG00000138385	P05455	Approved	Nucleoplasm
ENSG00000106028	Q04837	Supported	Mitochondria
ENSG00000145687	P81877	Enhanced	Nucleoplasm
ENSG00000157216	Q9BWW4	Approved	Nucleoplasm
ENSG00000130511	Q9BWG4	Approved	Nucleoplasm
ENSG00000179954	A1L4H1	Approved	Nucleoplasm,Cytosol
ENSG00000084112	Q8WYL5	Uncertain	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000172830	Q8TE77	Approved	Nuclear speckles,Plasma membrane,Actin filaments,Cytosol
ENSG00000123096	Q14714	Approved	Nucleoplasm,Nuclear membrane
ENSG00000124783	P43307	Supported	Endoplasmic reticulum
ENSG00000180879	P51571	Supported	Endoplasmic reticulum
ENSG00000149136	Q08945	Approved	Nucleoplasm,Cytosol
ENSG00000139874	P30872	Uncertain	Vesicles
ENSG00000180616	P30874	Supported	Cytosol
ENSG00000162009	P35346	Supported	Plasma membrane
ENSG00000160075	Q9NP77	Approved	Nucleoplasm,Cytosol
ENSG00000126752	Q16384	Approved	Nucleoplasm,Nucleoli
ENSG00000241476	Q16385	Approved	Nucleoplasm,Nucleoli
ENSG00000268447	Q16385	Approved	Nucleoplasm,Nucleoli
ENSG00000117155	Q9Y2D8	Approved	Cell Junctions
ENSG00000165584	Q99909	Approved	Nucleoplasm,Nucleoli
ENSG00000268009	O60224	Approved	Nucleoplasm,Nucleoli
ENSG00000269791	O60224	Approved	Nucleoplasm,Nucleoli
ENSG00000165583	O60225	Approved	Nucleoplasm,Nucleoli
ENSG00000187754	Q7RTT5	Approved	Nucleoplasm,Nucleoli
ENSG00000100380	P50502	Enhanced	Cytosol
ENSG00000149418	Q9Y5Y6	Approved	Nucleoplasm,Vesicles
ENSG00000157350	Q16842	Uncertain	Vesicles
ENSG00000115525	Q9UNP4	Approved	Vesicles
ENSG00000144057	Q96JF0	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000070526	Q9NSC7	Approved	Nucleoplasm,Golgi apparatus
ENSG00000184005	Q8NDV1	Enhanced	Nucleoplasm
ENSG00000136840	Q9H4F1	Approved	Nucleoplasm,Golgi apparatus
ENSG00000117069	Q9BVH7	Approved	Vesicles
ENSG00000004866	Q9NRC1	Supported	Nucleoplasm,Cytosol
ENSG00000007341	Q8TDW4	Approved	Centrosome
ENSG00000140557	Q92186	Approved	Nucleoplasm,Golgi apparatus,Cytosol
