rxns	newEqn
HMR_7967	androsterone-glucuronide[c] + ATP[c] + H2O[c] => ADP[c] + androsterone-glucuronide[s] + Pi[c] + H+[c]
HMR_7982	ATP[c] + etiocholan-3alpha-ol-17-one 3-glucuronide[c] + H2O[c] => ADP[c] + etiocholan-3alpha-ol-17-one 3-glucuronide[s] + Pi[c] + H+[c]
HMR_7986	16-glucuronide-estriol[c] + ATP[c] + H2O[c] => 16-glucuronide-estriol[s] + ADP[c] + Pi[c] + H+[c]
HMR_7990	5alpha-dihydrotestosterone-glucuronide[c] + ATP[c] + H2O[c] => 5alpha-dihydrotestosterone-glucuronide[s] + ADP[c] + Pi[c] + H+[c]
HMR_8103	4-pyridoxate[c] + ATP[c] + H2O[c] => 4-pyridoxate[s] + ADP[c] + Pi[c] + H+[c]
HMR_8633	ATP[c] + bilirubin-monoglucuronoside[c] + H2O[c] => ADP[c] + bilirubin-monoglucuronoside[s] + Pi[c] + H+[c]
HMR_8730	ATP[c] + H2O[c] + riboflavin[s] => ADP[c] + Pi[c] + riboflavin[c] + H+[c]
HMR_8850	ATP[c] + H2O[c] + testosterone glucuronide[c] => ADP[c] + Pi[c] + testosterone glucuronide[s] + H+[c]
HMR_8892	ATP[c] + H2O[c] + K+[s] => ADP[c] + K+[c] + Pi[c] + H+[c]
HMR_8922	2 ATP[c] + 2 H2O[c] + 3 L-metanephrine[c] => 2 ADP[c] + 3 L-metanephrine[s] + 2 Pi[c] + 2 H+[c]
HMR_8923	ATP[c] + H2O[c] + phylloquinone[s] => ADP[c] + phylloquinone[c] + Pi[c] + H+[c]
HMR_8930	ATP[c] + H2O[c] + 2 Na+[s] + pantothenate[s] => ADP[c] + 2 Na+[c] + pantothenate[c] + Pi[c] + H+[c]
HMR_8934	ATP[c] + H2O[c] + prostaglandin E1[c] => ADP[c] + Pi[c] + prostaglandin E1[s] + H+[c]
HMR_8935	ATP[c] + H2O[c] + prostaglandin E2[c] => ADP[c] + Pi[c] + prostaglandin E2[s] + H+[c]
HMR_3008	ATP[c] + H2O[c] + propanoyl-CoA[c] => ADP[c] + Pi[c] + propanoyl-CoA[p] + H+[c]
HMR_3011	ATP[c] + H2O[c] + palmitoyl-CoA[c] => ADP[c] + palmitoyl-CoA[p] + Pi[c] + H+[c]
HMR_3013	ATP[c] + H2O[c] + linoleoyl-CoA[c] => ADP[c] + linoleoyl-CoA[p] + Pi[c] + H+[c]
HMR_3014	arachidonyl-CoA[c] + ATP[c] + H2O[c] => ADP[c] + arachidonyl-CoA[p] + Pi[c] + H+[c]
HMR_3017	(13Z)-eicosenoyl-CoA[c] + ATP[c] + H2O[c] => (13Z)-eicosenoyl-CoA[p] + ADP[c] + Pi[c] + H+[c]
HMR_7799	ATP[c] + 3 H+[c] + H2O[c] => ADP[c] + 4 H+[l] + Pi[c]
HMR_8661	ATP[c] + cholesterol[g] + H2O[c] => ADP[c] + cholesterol[c] + Pi[c] + H+[c]
HMR_6741	ascorbate[c] + dopamine[c] + O2[c] => dehydroascorbic acid[c] + H2O[c] + noradrenaline[c]
HMR_1420	7-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 7-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1421	7-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 7-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1422	10-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 10-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1423	10-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 10-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1424	11-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 11-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1425	11-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 11-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1426	13-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 13-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1428	14-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 14-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1429	14-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 14-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1432	20-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 20-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_1433	20-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 20-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]
HMR_6396	dehydroascorbic acid[c] + NADPH[c] + H+[c] => ascorbate[c] + NADP+[c]
HMR_8619	ascorbate[c] + 2 H+[c] + 2 O2-[c] => dehydroascorbic acid[c] + 2 H2O2[c]
HMR_8620	dehydroascorbic acid[c] + 2 GSH[c] => ascorbate[c] + GSSG[c]
HMR_8621	dehydroascorbic acid[c] + H2O[c] => 2,3-diketo-L-gulonate[c]
HMR_6395	ascorbate[s] + 2 Fe3+[s] => dehydroascorbic acid[s] + 2 Fe2+[s] + 2 H+[s]
HMR_9542	dehydroascorbic acid[c] + H2O[c] + peptidylamidoglycolate[c] <=> ascorbate[c] + O2[c] + peptidylglycine[c]
TTDCPT2	CoA[m] + tetradecanoylcarnitine[m] <=> L-carnitine[m] + myristoyl-CoA[m]
RE2911C	NADPH[c] + 1-Acylglycerone 3-Phosphate[c] + H+[c] => NADP+[c] + Lysophosphatidic Acid[c]
RE3450C	9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate[c] + 2 ascorbate[c] => 5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate[c] + 2 dehydroascorbic acid[c] + H2O[c]
RE3456C	5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate[c] + 2 ascorbate[c] => 5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid[c] + 2 dehydroascorbic acid[c] + H2O[c]
C140CPT1	L-carnitine[c] + myristoyl-CoA[c] <=> CoA[c] + tetradecanoylcarnitine[c]
FAOXC16OHC16r	NADPH[r] + O2[r] + palmitate[r] + H+[r] => H2O[r] + NADP+[r] + 16-hydroxyhexadecanoic acid[r]
FAOXOHC16C16DCc	16-hydroxyhexadecanoic acid[c] + H2O[c] + 2 NAD+[c] => 3 H+[c] + 2 NADH[c] + Hexadecanediocacid[c]
HMR_6398	ATP[c] + lipoic acid[c] + H+[c] => lipoyl-AMP[c] + PPi[c]
HMR_6405	H2O[c] + lipoyllysine[c] <=> lipoic acid[c] + lysine[c]
FAOXC11	CoA[m] + H2O[m] + NAD+[m] + 4,8-Dimethylnonanoyl Coenzyme A[m] => acetyl-CoA[m] + 3 H+[m] + NADH[m] + 2,6-Dimethylheptanoyl Coenzyme A[m]
PEROXx	3 CoA[p] + 3 H2O[p] + 3 NAD+[p] + 2 O2[p] + Pristanoyl Coenzyme A[p] => acetyl-CoA[p] + 5 H+[p] + 2 H2O2[p] + 3 NADH[p] + 2 propanoyl-CoA[p] + 4,8-Dimethylnonanoyl Coenzyme A[p]
FAOXC11BRC9BRx	CoA[p] + H2O[p] + NAD+[p] + O2[p] + 2,6,10-Trimethyl Undecanoyl Coenzyme A[p] => H2O2[p] + NADH[p] + propanoyl-CoA[p] + 4,8-Dimethylnonanoyl Coenzyme A[p] + H+[p]
FAOXC9BRC7BRm	CoA[m] + FAD[m] + H2O[m] + NAD+[m] + 4,8-Dimethylnonanoyl Coenzyme A[m] => acetyl-CoA[m] + FADH2[m] + H+[m] + NADH[m] + 2,6-Dimethyl Heptanoyl Coenzyme A[m]
RE2898C	monodehydroascorbate[c] => dehydroascorbic acid[c] + H+[c]
HMR_7163	DNA[c] + H2O[c] => 0.3 dAMP[c] + 0.2 dCMP[c] + 0.2 dGMP[c] + 0.3 dTMP[c] + H+[c]
HMR_7164	H2O[c] + RNA[c] => 0.18 AMP[c] + 0.3 CMP[c] + 0.34 GMP[c] + 0.18 UMP[c] + H+[c]
r0701	HMA[c] + NADP+[c] => 3-oxotetradecanoyl-[ACP][c] + NADPH[c] + H+[c]
r1317	H2O[c] + Stearoyl-ACP[c] => [ACP][c] + stearate[c] + H+[c]
r1254	ATP[c] + CoA[c] + stearate[c] => AMP[c] + PPi[c] + stearoyl-CoA[c]
HMR_6432	13-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 11-carboxy-alpha-tocotrienol[m] + AMP[m] + 2 H+[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
HMR_6433	11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_6434	9-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 7-carboxy-alpha-tocotrienol[m] + AMP[m] + 2 H+[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
HMR_6435	7-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + O2[m] => 5-carboxy-alpha-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + PPi[m] + H+[m]
HMR_6436	5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + 2 H+[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
HMR_6447	13-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 11-carboxy-gamma-tocotrienol[m] + AMP[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6448	11-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 9-carboxy-gamma-tocotrienol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_6450	9-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 7-carboxy-gamma-tocotrienol[m] + AMP[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6451	7-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + PPi[m] + H+[m]
HMR_6453	5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => AMP[m] + gamma-carboxyethyl-hydroxychroman[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6470	13-carboxy-gamma-tocopherol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 11-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6471	11-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 9-carboxy-gamma-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_6472	9-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 7-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6473	7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_6482	13-carboxy-alpha-tocopherol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 11-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6484	11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_6486	9-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 7-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m] + 2 H+[m]
HMR_6488	7-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => 5-carboxy-alpha-chromanol[m] + acetyl-CoA[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + 2 H+[m]
HMR_2061	2-hydroxyestrone[c] + H2O2[c] + H+[c] <=> estrone-2,3-semiquinone[c] + 2 H2O[c]
HMR_2062	2-hydroxyestrone[l] + H2O2[l] + H+[l] <=> estrone-2,3-semiquinone[l] + 2 H2O[l]
HMR_2063	2-hydroxyestrone[r] + H2O2[r] + H+[r] <=> estrone-2,3-semiquinone[r] + 2 H2O[r]
HMR_2076	4-hydroxyestrone[c] + H2O2[c] + H+[c] <=> estrone-3,4-semiquinone[c] + 2 H2O[c]
HMR_2077	4-hydroxyestrone[l] + H2O2[l] + H+[l] <=> estrone-3,4-semiquinone[l] + 2 H2O[l]
HMR_2078	4-hydroxyestrone[r] + H2O2[r] + H+[r] <=> estrone-3,4-semiquinone[r] + 2 H2O[r]
HMR_2064	estrone-2,3-semiquinone[c] + O2[c] => estrone-2,3-quinone[c] + O2-[c] + H+[c]
HMR_2079	estrone-3,4-semiquinone[c] + O2[c] => estrone-3,4-quinone[c] + O2-[c] + H+[c]
HMR_2099	17beta-estradiol-2,3-semiquinone[c] + 2 H2O[c] <=> 2-hydroxyestradiol-17beta[c] + H2O2[c] + H+[c]
HMR_2100	17beta-estradiol-2,3-semiquinone[l] + 2 H2O[l] <=> 2-hydroxyestradiol-17beta[l] + H2O2[l] + H+[l]
HMR_2102	17beta-estradiol-2,3-semiquinone[c] + O2[c] => 17beta-estradiol-2,3-quinone[c] + O2-[c] + H+[c]
HMR_4241	histone-N6-methyl-L-lysine[n] + SAH[n] + H+[n] <=> histone-L-lysine[n] + SAM[n]
HMR_6974	lysine[c] + [protein][c] => [protein]-L-lysine[c] + H2O[c]
HMR_6975	[protein]-L-lysine[c] + SAM[c] => [protein]-N6-methyl-L-lysine[c] + SAH[c] + H+[c]
HMR_6976	[protein]-N6-methyl-L-lysine[c] + SAM[c] => [protein]-N6,N6-dimethyl-L-lysine[c] + SAH[c] + H+[c]
HMR_6977	[protein]-N6,N6-dimethyl-L-lysine[c] + SAM[c] => [protein]-N6,N6,N6-trimethyl-L-lysine[c] + SAH[c] + H+[c]
HMR_6978	[protein]-N6,N6,N6-trimethyl-L-lysine[c] + H2O[c] => H+[c] + N6,N6,N6-trimethyl-L-lysine[c] + [protein][c]
HMR_6983	[protein]-L-lysine[c] + AKG[c] + O2[c] => CO2[c] + procollagen-5-hydroxy-L-lysine[c] + succinate[c]
HMR_8029	[protein]-N6,N6,N6-trimethyl-L-lysine[r] + H2O[r] => H+[r] + N6,N6,N6-trimethyl-L-lysine[r] + [protein][r]
HMR_9578	H2O[c] + phosphoprotein[c] => [protein][c] + Pi[c] + H+[c]
HMR_8025	[protein]-L-lysine[n] + SAM[n] => histone-N6-methyl-L-lysine[n] + SAH[n] + H+[n]
HMR_9490	H2O[c] + ubiquitin C terminal thiolester[c] => thiol[c] + ubiquitin[c] + H+[c]
HMR_9495	CoA[c] + histone-N6-acetyl-L-lysine[c] + H+[c] <=> acetyl-CoA[c] + histone-L-lysine[c]
HMR_8026	histone-N6-methyl-L-lysine[n] + SAM[n] => [protein]-N6,N6-dimethyl-L-lysine[n] + SAH[n] + H+[n]
HMR_8027	[protein]-N6,N6-dimethyl-L-lysine[n] + SAM[n] => [protein]-N6,N6,N6-trimethyl-L-lysine[n] + SAH[n] + H+[n]
HMR_9508	(5)ppPur-mRNA[c] + GTP[c] <=> G(5)pppR-RNA[c] + PPi[c]
HMR_9546	AMP[c] + PPi[c] + RNA-terminal-2,3-cyclic-phosphate[c] <=> ATP[c] + RNA-3-terminal-phosphate[c]
HMR_6636	H2O[c] + retinyl-ester[c] => fatty acid pool[c] + retinol[c] + H+[c]
HMR_6637	H2O[c] + retinyl-ester[c] => 11-cis-retinol[c] + fatty acid pool[c] + H+[c]
HMR_0305	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + mead acid[c]
HMR_0306	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + H2O[c] => CoA[c] + mead acid[c] + H+[c]
HMR_2971	(5Z,8Z,11Z)-eicosatrienoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + mead acid[r]
HMR_0490	(7Z)-tetradecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7-tetrade[c] + CoA[c]
HMR_0645	1-acyl-PE pool[c] + H2O[c] => sn-glycerol-3-PE[c] + fatty acid pool[c] + H+[c]
HMR_0005	1-acylglycerol-chylomicron pool[c] + H2O[c] => fatty acid-chylomicron pool[c] + glycerol[c]
HMR_0680	1-acylglycerol-LD-PC pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0681	1-acylglycerol-LD-PE pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0683	1-acylglycerol-LD-PI pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0682	1-acylglycerol-LD-PS pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0684	1-acylglycerol-LD-SM pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0673	1-acylglycerol-LD-TG1 pool[c] + ATP[c] => ADP[c] + 1-acylglycerol-3P pool[c] + H+[c]
HMR_0679	1-acylglycerol-LD-TG1 pool[c] + H2O[c] => glycerol[c] + fatty acid pool[c] + H+[c]
HMR_0010	1-acylglycerol-VLDL pool[c] + H2O[c] => fatty acid-VLDL pool[c] + glycerol[c]
HMR_7604	1-alkenyl-2-acylglycerol[c] + CDP-ethanolamine[c] <=> CMP[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] + H+[c]
HMR_7599	1-alkyl-2-acylglycerol[c] + CDP-ethanolamine[c] => 1-alkyl-2-acylglycerophosphoethanolamine[c] + CMP[c] + H+[c]
HMR_6544	1-phosphatidyl-1D-myo-inositol-3-phosphate[c] + ATP[c] => 1-phosphatidyl-myo-inositol-3,5-bisphosphate[c] + ADP[c] + H+[c]
HMR_8822	1-phosphatidyl-1D-myo-inositol-4-phosphate[c] + H2O[c] => 1,2-diacylglycerol-LD-PI pool[c] + 1D-myo-inositol-1,4-bisphosphate[c] + H+[c]
HMR_8823	1-phosphatidyl-1D-myo-inositol-4-phosphate[n] + H2O[n] => 1,2-diacylglycerol-LD-PI pool[n] + 1D-myo-inositol-1,4-bisphosphate[n] + H+[n]
HMR_6554	1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + ATP[c] => ADP[c] + phosphatidylinositol-4,5-bisphosphate[c] + H+[c]
HMR_8826	1-phosphatidyl-1D-myo-inositol-5-phosphate[n] + ATP[n] => ADP[n] + phosphatidylinositol-4,5-bisphosphate[n] + H+[n]
HMR_8522	1-radyl-2-acyl-sn-glycero-3-phosphocholine[c] + H2O[c] => 1-alkyl-2-lysoglycerol-3-phosphocholine[c] + fatty acid pool[c] + H+[c]
HMR_0468	1,2-diacylglycerol-bile-PC pool[c] + CDP-choline[c] => bile-PC pool[c] + CMP[c] + H+[c]
HMR_0625	1,2-diacylglycerol-LD-PC pool[c] + CDP-choline[c] => CMP[c] + PC-LD pool[c] + H+[c]
HMR_0669	1,2-diacylglycerol-LD-PC pool[c] + H2O[c] => 1-acylglycerol-LD-PC pool[c] + fatty acid pool[c] + H+[c]
HMR_0614	1,2-diacylglycerol-LD-PE pool[c] + CDP-ethanolamine[c] => CMP[c] + PE-LD pool[c] + H+[c]
HMR_0670	1,2-diacylglycerol-LD-PE pool[c] + H2O[c] => 1-acylglycerol-LD-PE pool[c] + fatty acid pool[c] + H+[c]
HMR_0668	1,2-diacylglycerol-LD-PI pool[c] + H2O[c] => 1-acylglycerol-LD-PI pool[c] + fatty acid pool[c] + H+[c]
HMR_0671	1,2-diacylglycerol-LD-PS pool[c] + H2O[c] => 1-acylglycerol-LD-PS pool[c] + fatty acid pool[c] + H+[c]
HMR_0672	1,2-diacylglycerol-LD-SM pool[c] + H2O[c] => 1-acylglycerol-LD-SM pool[c] + fatty acid pool[c] + H+[c]
HMR_0667	1,2-diacylglycerol-LD-TAG pool[c] + H2O[c] => 1-acylglycerol-LD-TG1 pool[c] + fatty acid pool[c] + H+[c]
LRAT1	11-cis-retinol[c] + PC-LD pool[c] => 2-lysolecithin pool[c] + retinyl-ester[c]
HMR_6639	11-cis-retinol[c] + PC-LD pool[c] => retinyl-ester[c] + 1-lysolecithin pool[c]
HMR_5244	165 2-lysolecithin pool[r] + apoB100[r] + 7 apoE[r] + 500 cholesterol[r] + 1645 cholesterol-ester pool[r] + 2165 PC-LD pool[r] + 185 PE-LD pool[r] + PI pool[r] + 755 SM pool[r] + 10385 TAG-VLDL pool[r] + H+[r] => VLDL[r]
HMR_8835	1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c] + 2 H2O[c] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c] + Pi[c] + PPi[c] + H+[c]
HMR_8836	1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n] + 2 H2O[n] => 1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n] + Pi[n] + PPi[n] + H+[n]
HMR_5234	2 apoA1[r] + 20 cholesterol[r] + 160 cholesterol-ester pool[r] + 90 PC-LD pool[r] + 25 PE-LD pool[r] + 30 PS-LD pool[r] + 75 SM pool[r] + 30 H+[r] => HDL[r]
HMR_0477	2 bile-PC pool[s] + PC-LD pool[s] + PE-LD pool[s] => phospholipids extracellular pool[s]
HMR_0633	2-lysolecithin pool[c] + H2O[c] => sn-glycerol-3-PC[c] + fatty acid pool[c] + H+[c]
HMR_5239	25 2-lysolecithin pool[r] + apoB100[r] + 110 CDP-diacylglycerol-LD-PI pool[r] + 680 cholesterol[r] + 1515 cholesterol-ester pool[r] + 425 PC-LD pool[r] + 30 PE-LD pool[r] + 160 SM pool[r] + 220 H+[r] => LDL[r]
HMR_7188	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[r] + H2O[r] => 6-(alpha-D-glucosaminyl)-1D-myo-inositol[r] + 2 H+[r] + phosphatidate-LD-PI pool[r]
HMR_6693	A2PE[c] + H2O[c] <=> N-retinylidene-N-retinylethanolamine[c] + phosphatidate-LD-PE pool[c] + H+[c]
HMR_7594	acylglycerone-phosphate[p] + Hydroxy Alkyl Chain[p] => alkyl-glycerone-3-phosphate[p] + fatty acid pool[p] + H+[p]
AGPSx	acylglycerone-phosphate[p] + Hydroxy Alkyl Chain[p] => alkyl-glycerone-3-phosphate[p] + H+[p] + R Total[p]
HMR_7597	alkyl-glycerone-3-phosphate[c] + fatty acid pool[c] + NADPH[c] + 2 H+[c] => 2-acyl-1-alkyl-sn-glycero-3-phosphate[c] + NADP+[c] + H2O[c]
HMR_6579	ATP[c] + PI pool[c] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + ADP[c] + H+[c]
HMR_6580	ATP[g] + PI pool[g] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + ADP[g] + H+[g]
HMR_8831	ATP[n] + PI pool[n] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[n] + ADP[n] + H+[n]
HMR_6581	ATP[r] + PI pool[r] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[r] + ADP[r] + H+[r]
CLS_hs	CDP-diacylglycerol-CL pool[c] + PG-CL pool[c] => CL pool[c] + CMP[c] + H+[c]
PGPPT	CDP-diacylglycerol-CL pool[c] + sn-glycerol-3-phosphate[c] => CMP[c] + H+[c] + PGP-CL pool[c]
HMR_0586	CDP-diacylglycerol-CL pool[m] + PG-CL pool[m] => CL pool[m] + CMP[m] + H+[m]
HMR_0582	CDP-diacylglycerol-CL pool[m] + sn-glycerol-3-phosphate[m] => CMP[m] + PGP-CL pool[m] + H+[m]
HMR_0607	CDP-diacylglycerol-LD-PI pool[c] + PPi[c] <=> CTP[c] + phosphatidate-LD-PI pool[c] + H+[c]
HMR_0736	ceramide pool[c] + PC-LD pool[c] => 1,2-diacylglycerol-LD-PC pool[c] + SM pool[c]
HMR_0735	ceramide pool[g] + PC-LD pool[g] => 1,2-diacylglycerol-LD-PC pool[g] + SM pool[g]
HMR_8211	ceramide pool[l] + H2O[l] => sphingosine[l] + fatty acid pool[l]
SMSn	ceramide pool[n] + PC-LD pool[n] => 1,2-diacylglycerol-LD-PC pool[n] + SM pool[n]
HMR_3564	cholesterol-ester-5,8,11-eico[l] + H2O[l] => cholesterol[l] + mead acid[l] + H+[l]
HMR_3710	cholesterol-ester-5,8,11-eico[r] + H2O[r] => cholesterol[r] + mead acid[r] + H+[r]
HMR_5247	chylomicron remnant[l] => 2-lysolecithin pool[l] + apoB48[l] + apoE[l] + 2 cholesterol[l] + 3 cholesterol-ester pool[l] + PC-LD pool[l] + PE-LD pool[l] + PI pool[l] + PS-LD pool[l] + SM pool[l] + 90 TAG-chylomicron pool[l] + 2 H+[l]
HMR_0616	CO2[c] + PE-PS-LD pool[c] => PS-LD pool[c] + H+[c]
CDS	CTP[c] + H+[c] + phosphatidate-LD-PI pool[c] => CDP-diacylglycerol-LD-PI pool[c] + PPi[c]
CDSm	CTP[m] + H+[m] + phosphatidate-LD-PI pool[m] => PPi[m] + CDP-diacylglycerol-LD-PI pool[m]
HMR_0753	dihydroceramide pool[c] + H2O[c] <=> sphinganine[c] + fatty acid pool[c]
HMR_9552	diphospho-myo-inositol-polyphosphate[c] + H2O[c] => myo-inositol-polyphosphate[c] + Pi[c] + H+[c]
H8MTer_U	dolichyl-phosphate-D-mannose[r] + gpi heparan sulfate[r] => dolichyl-phosphate[r] + H+[r] + Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))[r]
HMR_8720	fatty acid pool[c] => fatty acid pool[s]
HMR_9209	fatty acid pool[s] <=> fatty acid pool[x]
HMR_7603	H2O[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] => 1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c] + fatty acid pool[c] + H+[c]
HMR_7605	H2O[c] + O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] => 2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate[c] + ethanolamine[c] + H+[c]
HMR_0630	H2O[c] + PC-LD pool[c] => 2-lysolecithin pool[c] + fatty acid pool[c] + H+[c]
