mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID	metRetired
"MAM02418s"	"MAM02418"	"leuktrD4"	"C05951"	""	"CHEBI:28666"	"6435286"	"LMFA03020006"	""	"HC01664"	"leuktrD4"	"MNXM162546;MNXM885"	"m02418s"	"m02418s"
"MAM02426p"	"MAM02426"	"lys__L"	"C00047"	"HMDB00182"	"CHEBI:18019"	"5962"	""	""	"HC00053"	"lys_L"	"MNXM78"	"m02426p"	"m02426p"
"MAM02426s"	"MAM02426"	"lys__L"	"C00047"	"HMDB00182"	"CHEBI:18019"	"5962"	""	""	"HC00053"	"lys_L"	"MNXM78"	"m02426s"	"m02426s"
"MAM02434s"	"MAM02434"	"m3gacpail_prot_hs"	""	""	""	""	""	""	""	"m3gacpail_prot_hs"	""	"m02434s"	"m02434s"
"MAM02440s"	"MAM02440"	""	"C00383"	"HMDB00691"	"CHEBI:30794"	"867"	""	""	"HC00319"	"HC00319"	"MNXM163844"	"m02440s"	"m02440s"
"MAM02443p"	"MAM02443"	""	""	"HMDB02095"	""	"22833583"	""	""	"HC10859"	"HC10859"	"MNXM162761"	"m02443p"	"m02443p"
"MAM02444p"	"MAM02444"	"malcoa"	"C00083"	"HMDB01175"	"CHEBI:15531"	"10663"	"LMFA07050031"	""	"HC00086"	"malcoa"	"MNXM40"	"m02444p"	"m02444p"
"MAM02445s"	"MAM02445"	""	""	""	""	"53481573"	""	"CE2839"	""	"CE2839"	"MNXM61023"	"m02445s"	"m02445s"
"MAM02446s"	"MAM02446"	"malthp"	""	""	""	""	""	""	""	"M02446;malthp"	"MNXM730820"	"m02446s"	"m02446s"
"MAM02447s"	"MAM02447"	"malthx"	"C01936"	""	""	"439606"	""	""	""	"M02447;malthx"	"MNXM728029"	"m02447s"	"m02447s"
"MAM02448s"	"MAM02448"	""	""	""	""	"3081402"	""	"CE2838"	""	"CE2838"	"MNXM61030"	"m02448s"	"m02448s"
"MAM02449s"	"MAM02449"	"maltpt"	""	""	""	"13489094"	""	""	""	"M02449;maltpt"	"MNXM729590"	"m02449s"	"m02449s"
"MAM02450s"	"MAM02450"	"malt"	"C00208"	"HMDB00163"	"CHEBI:47937"	"10991489"	""	""	"HC00194"	"malt"	"MNXM165"	"m02450s"	"m02450s"
"MAM02451s"	"MAM02451"	"maltttr"	"C02052"	"HMDB01296"	"CHEBI:61988"	"439639"	""	""	""	"M02451;maltttr"	"MNXM738268"	"m02451s"	"m02451s"
"MAM02452s"	"MAM02452"	"malttr"	"C01835"	"HMDB01262"	"CHEBI:27931"	"439586"	""	""	""	"malttr"	"MNXM468"	"m02452s"	"m02452s"
"MAM02453s"	"MAM02453"	"man"	"C00159"	"HMDB00169"	"CHEBI:4208"	"18950"	""	""	"HC00154"	"man"	"MNXM182"	"m02453s"	"m02453s"
"MAM02456s"	"MAM02456"	"hpdca"	""	"HMDB02259"	"CHEBI:32365"	"10465"	"LMFA01010017"	""	""	"hpdca"	"MNXM11802;MNXM61167"	"m02456s"	"m02456s"
"MAM02457s"	"MAM02457"	""	""	"HMDB10378"	"CHEBI:1306412"	"5312531"	"LMFA01030157"	""	""	"M02457"	"MNXM37925;MNXM511706"	"m02457s"	"m02457s"
"MAM02458s"	"MAM02458"	""	"C17937"	""	""	""	""	""	""	"eumelanin"	"MNXM8596"	"m02458s"	"m02458s"
"MAM02462s"	"MAM02462"	"mem2emgacpail_prot_hs"	""	""	""	""	""	""	""	"mem2emgacpail_prot_hs"	"MNXM13802"	"m02462s"	"m02462s"
"MAM02467s"	"MAM02467"	""	"C07151"	""	"CHEBI:6801"	""	""	""	""	"M02467"	"MNXM531787;MNXM61585"	"m02467s"	"m02467s"
"MAM02470s"	"MAM02470"	"meoh"	"C00132"	"HMDB01875"	"CHEBI:17790"	"887"	""	""	"HC00130"	"meoh"	"MNXM157"	"m02470s"	"m02470s"
"MAM02471s"	"MAM02471"	"met__L"	"C00073"	"HMDB00696"	"CHEBI:16643"	"6137"	""	""	"HC00075"	"met_L"	"MNXM61"	"m02471s"	"m02471s"
"MAM02475s"	"MAM02475"	"mthgxl"	"C00546"	""	"CHEBI:17158"	"880"	""	""	"HC00425"	"mthgxl"	"MNXM310"	"m02475s"	"m02475s"
"MAM02477s"	"MAM02477"	"3mlda"	"C05828"	"HMDB02820"	"CHEBI:8122"	"75810"	""	""	""	"3mlda"	"MNXM164040;MNXM91418"	"m02477s"	"m02477s"
"MAM02482s"	"MAM02482"	""	"C00305"	""	"CHEBI:18420"	""	""	""	""	"mg2"	"MNXM653"	"m02482s"	"m02482s"
"MAM02494s"	"MAM02494"	"ttdca"	"C06424"	"HMDB00806"	"CHEBI:28875"	"11005"	"LMFA01010014"	""	"HC02177"	"ttdca"	"MNXM162239;MNXM314"	"m02494s"	"m02494s"
"MAM02495p"	"MAM02495"	"tdcoa"	"C02593"	"HMDB01521"	"CHEBI:15532"	"65113"	"LMFA07050008"	""	"HC00971"	"tdcoa"	"MNXM224"	"m02495p"	"m02495p"
"MAM02501p"	"MAM02501"	""	"C03413"	"HMDB02172"	"CHEBI:28101"	"132680"	""	""	""	"C03413"	"MNXM4676"	"m02501p"	"m02501p"
"MAM02503p"	"MAM02503"	""	"C00612"	"HMDB01276"	"CHEBI:17927"	"496"	""	""	""	"N1aspmd"	"MNXM501"	"m02503p"	"m02503p"
"MAM02504p"	"MAM02504"	""	"C02567"	"HMDB01186"	"CHEBI:17312"	"916"	""	""	""	"N1sprm"	"MNXM600"	"m02504p"	"m02504p"
"MAM02510s"	"MAM02510"	"n2m2nmasn"	"G00019"	""	""	""	""	""	""	"n2m2nmasn"	"MNXM6345"	"m02510s"	"m02510s"
"MAM02516s"	"MAM02516"	"n5m2masn"	""	""	""	""	""	""	""	"n5m2masn"	"MNXM13407"	"m02516s"	"m02516s"
"MAM02519p"	"MAM02519"	"na1"	"C01330"	"HMDB00588"	"CHEBI:29101"	"923"	""	""	"HC00763"	"na1"	"MNXM27"	"m02519p"	"m02519p"
"MAM02519s"	"MAM02519"	"na1"	"C01330"	"HMDB00588"	"CHEBI:29101"	"923"	""	""	"HC00763"	"na1"	"MNXM27"	"m02519s"	"m02519s"
"MAM02524s"	"MAM02524"	"acmana"	"C00645"	""	"CHEBI:17122"	"439281"	""	""	"HC00474"	"acmana"	"MNXM2403"	"m02524s"	"m02524s"
"MAM02527s"	"MAM02527"	"acgam"	"C00140"	"HMDB00215"	"CHEBI:506227"	"439174"	""	""	"HC00138"	"acgam"	"MNXM143"	"m02527s"	"m02527s"
"MAM02552p"	"MAM02552"	"nad"	"C00003"	"HMDB00902"	"CHEBI:15846"	"5893"	""	""	"HC00013"	"nad"	"MNXM8"	"m02552p"	"m02552p"
"MAM02552s"	"MAM02552"	"nad"	"C00003"	"HMDB00902"	"CHEBI:15846"	"5893"	""	""	"HC00013"	"nad"	"MNXM8"	"m02552s"	"m02552s"
"MAM02553p"	"MAM02553"	"nadh"	"C00004"	"HMDB01487"	"CHEBI:16908"	"928"	""	""	"HC00014"	"nadh"	"MNXM10"	"m02553p"	"m02553p"
"MAM02553s"	"MAM02553"	"nadh"	"C00004"	"HMDB01487"	"CHEBI:16908"	"928"	""	""	"HC00014"	"nadh"	"MNXM10"	"m02553s"	"m02553s"
"MAM02554p"	"MAM02554"	"nadp"	"C00006"	"HMDB00217"	"CHEBI:18009"	"5886"	""	""	"HC00016"	"nadp"	"MNXM5"	"m02554p"	"m02554p"
"MAM02554s"	"MAM02554"	"nadp"	"C00006"	"HMDB00217"	"CHEBI:18009"	"5886"	""	""	"HC00016"	"nadp"	"MNXM5"	"m02554s"	"m02554s"
"MAM02555p"	"MAM02555"	"nadph"	"C00005"	"HMDB00221"	"CHEBI:16474"	"22833512"	""	""	"HC00015"	"nadph"	"MNXM6"	"m02555p"	"m02555p"
"MAM02556s"	"MAM02556"	"npthl"	"C00829"	""	"CHEBI:16482"	"931"	""	""	""	"npthl"	"MNXM163871;MNXM2408"	"m02556s"	"m02556s"
"MAM02560s"	"MAM02560"	""	""	""	""	""	""	""	""	"M02560"	""	"m02560s"	"m02560s"
"MAM02561s"	"MAM02561"	""	""	""	""	""	""	""	""	"M02561"	""	"m02561s"	"m02561s"
"MAM02564s"	"MAM02564"	"nrvnc"	"C08323"	"HMDB02368"	"CHEBI:44247"	"5281120"	"LMFA01030092"	"CE2513"	""	"nrvnc"	"MNXM6358;MNXM91251"	"m02564s"	"m02564s"
"MAM02578p"	"MAM02578"	""	"C00014"	""	"CHEBI:16134"	""	""	""	"HC00024"	""	""	"m02578p"	"m02578p"
"MAM02578s"	"MAM02578"	""	"C00014"	""	"CHEBI:16134"	""	""	""	"HC00024"	""	""	"m02578s"	"m02578s"
"MAM02579s"	"MAM02579"	"nh4"	"C00014"	"HMDB00051"	"CHEBI:16134"	"222"	""	""	"HC00765"	"nh4"	"MNXM15"	"m02579s"	"m02579s"
"MAM02583s"	"MAM02583"	"ncam"	"C00153"	""	"CHEBI:17154"	"936"	""	""	"HC00149"	"ncam"	"MNXM216"	"m02583s"	"m02583s"
"MAM02586s"	"MAM02586"	"nac"	"C00253"	"HMDB01488"	"CHEBI:15940"	"938"	""	""	"HC00230"	"nac"	"MNXM274"	"m02586s"	"m02586s"
"MAM02587s"	"MAM02587"	"nifedipine;nfd"	"C07266"	""	"CHEBI:7565"	"4485"	""	""	""	"nifedipine;nfd"	"MNXM727510"	"m02587s"	"m02587s"
"MAM02588s"	"MAM02588"	""	"C00088"	"HMDB02786"	"CHEBI:16301"	"946"	""	""	""	"no2"	"MNXM107"	"m02588s"	"m02588s"
"MAM02609s"	"MAM02609"	"no"	"C00533"	"HMDB03378"	"CHEBI:16480"	"145068"	""	""	"HC00415"	"no"	"MNXM228"	"m02609s"	"m02609s"
"MAM02613s"	"MAM02613"	""	"C16535"	"HMDB00772"	"CHEBI:39246"	"12591"	"LMFA01010019"	""	""	"M02613"	"MNXM64862"	"m02613s"	"m02613s"
"MAM02614s"	"MAM02614"	""	"C01601"	"HMDB00847"	"CHEBI:29019"	"8158"	"LMFA01010009"	""	""	"C01601"	"MNXM12480"	"m02614s"	"m02614s"
"MAM02617s"	"MAM02617"	"nrpphr"	"C00547"	"HMDB00216"	"CHEBI:18357"	"439260"	""	""	"HC00426"	"nrpphr"	"MNXM31869"	"m02617s"	"m02617s"
"MAM02620s"	"MAM02620"	"nrpphrsf"	""	"HMDB02062"	""	"123747"	""	""	""	"nrpphrsf"	"MNXM12967"	"m02620s"	"m02620s"
"MAM02630p"	"MAM02630"	"o2"	"C00007"	"HMDB01377"	"CHEBI:15379"	"977"	""	""	"HC00017"	"o2"	"MNXM4"	"m02630p"	"m02630p"
"MAM02631p"	"MAM02631"	"o2s"	"C00704"	"HMDB02168"	"CHEBI:18421"	"5359597"	""	""	"HC00505"	"o2s"	"MNXM330"	"m02631p"	"m02631p"
"MAM02630s"	"MAM02630"	"o2"	"C00007"	"HMDB01377"	"CHEBI:15379"	"977"	""	""	"HC00017"	"o2"	"MNXM4"	"m02630s"	"m02630s"
"MAM02631s"	"MAM02631"	"o2s"	"C00704"	"HMDB02168"	"CHEBI:18421"	"5359597"	""	""	"HC00505"	"o2s"	"MNXM330"	"m02631s"	"m02631s"
"MAM02633p"	"MAM02633"	"oaa"	"C00036"	"HMDB00223"	"CHEBI:30744"	"970"	""	""	"HC00044"	"oaa"	"MNXM46"	"m02633p"	"m02633p"
"MAM02634p"	"MAM02634"	"acrn"	"C02571"	"HMDB00201"	"CHEBI:15960"	"1"	""	""	"HC00966"	"acrn"	"MNXM1028"	"m02634p"	"m02634p"
"MAM02642s"	"MAM02642"	"octa"	"C06423"	"HMDB00482"	"CHEBI:28837"	"379"	"LMFA01010008"	""	""	"octa"	"MNXM750"	"m02642s"	"m02642s"
"MAM02644p"	"MAM02644"	"occoa"	"C01944"	"HMDB01070"	"CHEBI:15533"	"380"	""	""	"HC00869"	"occoa"	"MNXM342"	"m02644p"	"m02644p"
"MAM02646s"	"MAM02646"	"ocdcea"	"C00712"	"HMDB00207"	"CHEBI:30823"	"5460221"	"LMFA01030002"	""	"HC00510"	"ocdcea"	"MNXM306;MNXM727011"	"m02646s"	"m02646s"
"MAM02647p"	"MAM02647"	"odecoa"	"C00510"	"HMDB01322"	"CHEBI:15534"	"5280355"	"LMFA07050055"	""	"HC00400"	"odecoa"	"MNXM1848;MNXM686"	"m02647p"	"m02647p"
"MAM02648s"	"MAM02648"	"eicostet"	""	"HMDB02177"	""	"11722594"	"LMFA01030176"	""	""	"eicostet"	"MNXM11474"	"m02648s"	"m02648s"
"MAM02649p"	"MAM02649"	""	""	""	""	"53481589"	""	"CE6185"	""	"CE6185"	"MNXM65538"	"m02649p"	"m02649p"
"MAM02650p"	"MAM02650"	""	""	""	""	""	""	"CE6188"	""	"CE6188"	"MNXM47396"	"m02650p"	"m02650p"
"MAM02651p"	"MAM02651"	""	""	""	""	""	""	"CE6197"	""	"CE6197"	"MNXM78099"	"m02651p"	"m02651p"
"MAM02652p"	"MAM02652"	""	""	""	""	""	""	"CE6195"	""	"CE6195"	""	"m02652p"	"m02652p"
"MAM02653s"	"MAM02653"	"omeprazole"	"C07324"	"HMDB01913"	"CHEBI:7772"	"4594"	""	""	""	"omeprazole"	"MNXM3681"	"m02653s"	"m02653s"
"MAM02657p"	"MAM02657"	"pcrn"	"C03017"	"HMDB00824"	"CHEBI:28867"	"107738"	"LMFA07070005"	""	"HC02149"	"pcrn"	"MNXM3074;MNXM6397"	"m02657p"	"m02657p"
"MAM02658s"	"MAM02658"	"orn"	"C00077"	"HMDB00214"	"CHEBI:15729"	"6262"	""	""	"HC00079"	"orn"	"MNXM89689"	"m02658s"	"m02658s"
"MAM02659s"	"MAM02659"	"orot"	"C00295"	"HMDB00226"	"CHEBI:16742"	"967"	""	""	"HC00256"	"orot"	"MNXM235"	"m02659s"	"m02659s"
"MAM02661p"	"MAM02661"	"oxa"	"C00209"	""	"CHEBI:16995"	"971"	""	""	"HC00195"	"oxa"	"MNXM291"	"m02661p"	"m02661p"
"MAM02661s"	"MAM02661"	"oxa"	"C00209"	""	"CHEBI:16995"	"971"	""	""	"HC00195"	"oxa"	"MNXM291"	"m02661s"	"m02661s"
"MAM02662p"	"MAM02662"	""	"C05379"	""	"CHEBI:7815"	"972"	""	""	"HC01434"	"HC01434"	"MNXM1289"	"m02662p"	"m02662p"
"MAM02672s"	"MAM02672"	"s2l2fn2m2masn"	"G00018"	""	""	""	""	""	""	"s2l2fn2m2masn"	"MNXM6369"	"m02672s"	"m02672s"
"MAM02673s"	"MAM02673"	"taxol"	"C07394"	""	"CHEBI:45863"	"36314"	""	""	""	"taxol"	"MNXM162590;MNXM2148"	"m02673s"	"m02673s"
"MAM02674p"	"MAM02674"	"hdca"	"C00249"	"HMDB00220"	"CHEBI:15756"	"985"	"LMFA01010001"	""	"HC00226"	"hdca"	"MNXM108"	"m02674p"	"m02674p"
"MAM02674s"	"MAM02674"	"hdca"	"C00249"	"HMDB00220"	"CHEBI:15756"	"985"	"LMFA01010001"	""	"HC00226"	"hdca"	"MNXM108"	"m02674s"	"m02674s"
"MAM02675s"	"MAM02675"	"hdcea"	"C08362"	"HMDB03229"	"CHEBI:28716"	"445638"	"LMFA01030056"	""	"HC01981"	"hdcea"	"MNXM950"	"m02675s"	"m02675s"
"MAM02677p"	"MAM02677"	"hdcoa"	""	"HMDB06532"	"CHEBI:53152"	"53477852"	"LMFA07050059"	"CE0852"	"HC10852"	"hdcoa"	"MNXM781;MNXM90167"	"m02677p"	"m02677p"
"MAM02678p"	"MAM02678"	"pmtcoa"	"C00154"	"HMDB01338"	"CHEBI:15525"	"15667"	"LMFA07050002"	""	"HC00150"	"pmtcoa"	"MNXM88"	"m02678p"	"m02678p"
"MAM02680s"	"MAM02680"	"pnto__R"	"C00864"	"HMDB00210"	"CHEBI:7916"	"988"	""	""	"HC00568"	"pnto_R"	"MNXM364"	"m02680s"	"m02680s"
"MAM02684s"	"MAM02684"	"pchol_hs"	"C00157"	""	"CHEBI:16110"	""	""	""	"HC02000"	"pchol_hs"	"MNXM2028"	"m02684s"	"m02684s"
"MAM02685s"	"MAM02685"	"pe_hs"	"C00350"	""	"CHEBI:16038"	""	"LMGP02010000"	""	"HC02002"	"pe_hs"	"MNXM115"	"m02685s"	"m02685s"
"MAM02690s"	"MAM02690"	"ptdca"	"C16537"	"HMDB00826"	"CHEBI:42504"	"13849"	"LMFA01010015"	""	""	"ptdca"	"MNXM163568"	"m02690s"	"m02690s"
"MAM02691s"	"MAM02691"	"5dhf"	""	""	""	"73374"	""	""	""	"5dhf"	"MNXM4080"	"m02691s"	"m02691s"
"MAM02692s"	"MAM02692"	"5thf"	""	""	""	""	""	""	""	"5thf"	"MNXM3687"	"m02692s"	"m02692s"
"MAM02712s"	"MAM02712"	"perillyl"	"C02452"	"HMDB03634"	"CHEBI:15420"	"10819"	""	""	""	"perillyl"	"MNXM1695"	"m02712s"	"m02712s"
"MAM02722s"	"MAM02722"	"pheacgln"	"C04148"	"HMDB06344"	"CHEBI:17884"	"92258"	""	""	""	"pheacgln"	"MNXM163884"	"m02722s"	"m02722s"
"MAM02723s"	"MAM02723"	"pheacgly"	"C05598"	""	"CHEBI:27480"	""	""	""	""	"M02723;pheacgly"	"MNXM4775"	"m02723s"	"m02723s"
"MAM02724s"	"MAM02724"	"phe__L"	"C00079"	"HMDB00159"	"CHEBI:17295"	"6140"	""	""	"HC00081"	"phe_L"	"MNXM97"	"m02724s"	"m02724s"
"MAM02740s"	"MAM02740"	""	"C00865"	""	"CHEBI:16247"	""	""	""	""	"M02740"	"MNXM162702;MNXM93813"	"m02740s"	"m02740s"
"MAM02744s"	"MAM02744"	"phllqne"	"C02059"	"HMDB03555"	"CHEBI:583972"	"5280483"	"LMPR02030028"	""	""	"phyQ"	"MNXM1155"	"m02744s"	"m02744s"
"MAM02745s"	"MAM02745"	""	""	"HMDB00521"	""	"5312400"	"LMFA01030248"	""	""	"M02745"	"MNXM23686;MNXM499525"	"m02745s"	"m02745s"
"MAM02746p"	"MAM02746"	"phyt"	"C01607"	"HMDB00801"	"CHEBI:16285"	"26840"	"LMPR0104010004"	"CE2414"	""	"CE2414"	"MNXM165293;MNXM1774"	"m02746p"	"m02746p"
"MAM02746s"	"MAM02746"	"phyt"	"C01607"	"HMDB00801"	"CHEBI:16285"	"26840"	"LMPR0104010004"	"CE2414"	""	"CE2414"	"MNXM165293;MNXM1774"	"m02746s"	"m02746s"
"MAM02747p"	"MAM02747"	"phytcoa"	"C02060"	""	"CHEBI:15538"	"439640"	""	"CE5122"	""	"phytcoa"	"MNXM91276;MNXM931"	"m02747p"	"m02747p"
"MAM02751p"	"MAM02751"	"pi"	"C00009"	""	"CHEBI:18367"	"1004"	""	""	"HC00019"	"pi"	"MNXM9"	"m02751p"	"m02751p"
"MAM02751s"	"MAM02751"	"pi"	"C00009"	""	"CHEBI:18367"	"1004"	""	""	"HC00019"	"pi"	"MNXM9"	"m02751s"	"m02751s"
"MAM02753s"	"MAM02753"	""	""	""	""	""	"PROTEIN"	""	"HC01942"	"HC01942"	"MNXM96978"	"m02753s"	"m02753s"
"MAM02754s"	"MAM02754"	"4nph"	"C00870"	""	"CHEBI:16836"	""	""	""	"HC00570"	"4nph"	"MNXM162908"	"m02754s"	"m02754s"
"MAM02759p"	"MAM02759"	"ppi"	"C00013"	"HMDB00250"	"CHEBI:18361"	"644102"	""	""	"HC00023"	"ppi"	"MNXM11"	"m02759p"	"m02759p"
"MAM02759s"	"MAM02759"	"ppi"	"C00013"	"HMDB00250"	"CHEBI:18361"	"644102"	""	""	"HC00023"	"ppi"	"MNXM11"	"m02759s"	"m02759s"
"MAM02766p"	"MAM02766"	"prist"	""	"HMDB00795"	"CHEBI:51340"	"123929"	"LMPR0104010022"	"CE0932"	""	"prist"	"MNXM3342;MNXM7698"	"m02766p"	"m02766p"
"MAM02769s"	"MAM02769"	"prgstrn"	"C00410"	"HMDB01830"	"CHEBI:17026"	"5994"	"LMST02030135"	""	""	"prgstrn"	"MNXM162773;MNXM307"	"m02769s"	"m02769s"
"MAM02770s"	"MAM02770"	"pro__L"	"C00148"	"HMDB00162"	"CHEBI:17203"	"145742"	""	""	"HC00145"	"pro_L"	"MNXM114"	"m02770s"	"m02770s"
"MAM02772p"	"MAM02772"	"ppa"	"C00163"	"HMDB00237"	"CHEBI:30768"	"1032"	"LMFA01010003"	""	"HC00158"	"ppa"	"MNXM162260;MNXM356"	"m02772p"	"m02772p"
"MAM02772s"	"MAM02772"	"ppa"	"C00163"	"HMDB00237"	"CHEBI:30768"	"1032"	"LMFA01010003"	""	"HC00158"	"ppa"	"MNXM162260;MNXM356"	"m02772s"	"m02772s"
"MAM02774p"	"MAM02774"	"ppcoa"	"C00100"	"HMDB01275"	"CHEBI:15539"	"439164"	""	""	"HC00101"	"ppcoa"	"MNXM86"	"m02774p"	"m02774p"
"MAM02776s"	"MAM02776"	""	"C04685"	"HMDB02656"	"CHEBI:15545"	"5281912"	"LMFA03010005"	""	"HC02202"	"HC02202"	"MNXM4788"	"m02776s"	"m02776s"
"MAM02777s"	"MAM02777"	""	"C05953"	"HMDB02752"	"CHEBI:27820"	"22833602"	"LMFA03010035"	""	"HC02203"	"HC02203"	"MNXM7702"	"m02777s"	"m02777s"
"MAM02778s"	"MAM02778"	""	"C00959"	"HMDB02982"	"CHEBI:27624"	"5280388"	"LMFA03010131"	""	"HC02204"	"HC02204"	"MNXM78287"	"m02778s"	"m02778s"
"MAM02779s"	"MAM02779"	""	"C05954"	"HMDB04236"	"CHEBI:28099"	"5288144"	"LMFA03010018"	""	"HC02205"	"HC02205"	"MNXM12766"	"m02779s"	"m02779s"
"MAM02780s"	"MAM02780"	""	"C04686"	""	"CHEBI:15546"	""	"LMFA03010160"	""	"HC02206"	"HC02206"	"MNXM4789"	"m02780s"	"m02780s"
"MAM02781s"	"MAM02781"	""	"C05955"	""	"CHEBI:27555"	"440858"	"LMFA03010133"	""	"HC02207"	"HC02207"	"MNXM7703"	"m02781s"	"m02781s"
"MAM02782s"	"MAM02782"	""	"C06438"	""	"CHEBI:27696"	"205449"	"LMFA03010049"	""	"HC02208"	"HC02208"	"MNXM78290"	"m02782s"	"m02782s"
"MAM02783s"	"MAM02783"	"prostgd2"	"C00696"	"HMDB01403"	"CHEBI:15555"	"448457"	"LMFA03010004"	""	"HC02209"	"prostgd2"	"MNXM162433;MNXM904"	"m02783s"	"m02783s"
"MAM02784s"	"MAM02784"	""	"C13802"	""	"CHEBI:34939"	"656745"	"LMFA03010142"	""	"HC02210"	"HC02210"	"MNXM78292"	"m02784s"	"m02784s"
"MAM02785s"	"MAM02785"	"prostge1"	"C04741"	"HMDB01442"	"CHEBI:15544"	"5280723"	"LMFA03010134"	""	"HC02211"	"prostge1"	"MNXM162507;MNXM3344"	"m02785s"	"m02785s"
"MAM02786s"	"MAM02786"	"prostge2"	"C00584"	"HMDB01220"	"CHEBI:15551"	"5280360"	"LMFA03010003"	""	"HC02212"	"prostge2"	"MNXM162396;MNXM661"	"m02786s"	"m02786s"
"MAM02787s"	"MAM02787"	""	"C06439"	"HMDB02664"	"CHEBI:28031"	"5280937"	"LMFA03010135"	""	"HC02213"	"HC02213"	"MNXM78294"	"m02787s"	"m02787s"
"MAM02788s"	"MAM02788"	""	"C06475"	""	"CHEBI:28852"	"105061"	"LMFA03010137"	""	"HC02214"	"HC02214"	"MNXM78295"	"m02788s"	"m02788s"
"MAM02789s"	"MAM02789"	"prostgf2"	"C00639"	"HMDB01139"	"CHEBI:15553"	"5283078"	"LMFA03010002"	""	"HC02215"	"prostgf2"	"MNXM1001;MNXM162704"	"m02789s"	"m02789s"
"MAM02790s"	"MAM02790"	""	"C02314"	""	"CHEBI:28922"	"439702"	"LMFA03010025"	""	"HC02216"	"HC02216"	"MNXM78297"	"m02790s"	"m02790s"
"MAM02792s"	"MAM02792"	""	"C05956"	""	"CHEBI:27647"	""	"LMFA03010009"	""	"HC02217"	"HC02217"	"MNXM1337"	"m02792s"	"m02792s"
"MAM02794s"	"MAM02794"	"prostgh2"	"C00427"	"HMDB01381"	"CHEBI:15554"	"445049"	"LMFA03010010"	""	"HC02218"	"prostgh2"	"MNXM162332;MNXM262"	"m02794s"	"m02794s"
"MAM02795s"	"MAM02795"	"prostgi2"	"C01312"	"HMDB01335"	"CHEBI:15552"	"5282411"	"LMFA03010087"	""	"HC02219"	"prostgi2"	"MNXM1197;MNXM162554"	"m02795s"	"m02795s"
"MAM02802s"	"MAM02802"	""	""	""	""	""	"PROTEIN"	""	"HC01943"	"HC01943"	"MNXM12792"	"m02802s"	"m02802s"
"MAM02806s"	"MAM02806"	"prpp"	"C00119"	""	"CHEBI:17111"	"7339"	""	""	"HC00117"	"prpp"	"MNXM91"	"m02806s"	"m02806s"
"MAM02812p"	"MAM02812"	"ptrc"	"C00134"	"HMDB01414"	"CHEBI:17148"	"1045"	""	""	"HC00132"	"ptrc"	"MNXM118"	"m02812p"	"m02812p"
"MAM02812s"	"MAM02812"	"ptrc"	"C00134"	"HMDB01414"	"CHEBI:17148"	"1045"	""	""	"HC00132"	"ptrc"	"MNXM118"	"m02812s"	"m02812s"
"MAM02813s"	"MAM02813"	"pydx"	"C00250"	""	"CHEBI:17310"	"1050"	""	""	"HC00227"	"pydx"	"MNXM311"	"m02813s"	"m02813s"
"MAM02814s"	"MAM02814"	"pydx5p"	"C00018"	"HMDB01491"	"CHEBI:18405"	"1051"	""	""	"HC00028"	"pydx5p"	"MNXM161"	"m02814s"	"m02814s"
"MAM02815s"	"MAM02815"	"pydam"	"C00534"	""	"CHEBI:16410"	"1052"	""	""	"HC00416"	"pydam"	"MNXM548"	"m02815s"	"m02815s"
"MAM02817s"	"MAM02817"	"pydxn"	"C00314"	"HMDB00239"	"CHEBI:16709"	"1054"	""	""	"HC00268"	"pydxn"	"MNXM419"	"m02817s"	"m02817s"
"MAM02819p"	"MAM02819"	"pyr"	"C00022"	"HMDB00243"	"CHEBI:32816"	"1060"	"LMFA01060077"	""	"HC00032"	"pyr"	"MNXM23"	"m02819p"	"m02819p"
"MAM02819s"	"MAM02819"	"pyr"	"C00022"	"HMDB00243"	"CHEBI:32816"	"1060"	"LMFA01060077"	""	"HC00032"	"pyr"	"MNXM23"	"m02819s"	"m02819s"
"MAM02821s"	"MAM02821"	""	"C06527"	""	"CHEBI:28593"	""	""	""	""	"M02821"	"MNXM21436"	"m02821s"	"m02821s"
"MAM02833s"	"MAM02833"	"retn"	"C00777"	"HMDB01852"	"CHEBI:15367"	"444795"	""	""	"HC00532"	"retn"	"MNXM521"	"m02833s"	"m02833s"
"MAM02834s"	"MAM02834"	"retinol"	"C00473"	"HMDB00305"	"CHEBI:17336"	"445354"	"LMPR01090001"	""	""	"retinol"	"MNXM162234"	"m02834s"	"m02834s"
"MAM02836s"	"MAM02836"	"retnglc"	"C11061"	"HMDB03141"	"CHEBI:28870"	"5281877"	""	""	""	"retnglc"	"MNXM91293"	"m02836s"	"m02836s"
"MAM02837s"	"MAM02837"	""	""	""	""	""	"PROTEIN"	""	""	"M02837"	"MNXM918"	"m02837s"	"m02837s"
"MAM02839s"	"MAM02839"	""	"C07639"	""	"CHEBI:28774"	"22069"	""	"CE2754"	"HC02187"	"CE2754;HC02187"	"MNXM1013;MNXM162627;MNXM690"	"m02839s"	"m02839s"
"MAM02841s"	"MAM02841"	"rbt"	"C00474"	"HMDB00508"	"CHEBI:15963"	"827"	""	""	"HC00380"	"rbt"	"MNXM1820"	"m02841s"	"m02841s"
